Metabolites,FC,FDR,sign
LIPID-P-1097,0.894692057,0.271734708,non significant
LIPID-P-1098,1.038315117,0.970806707,non significant
LIPID-P-1099,0.905988431,0.289147932,non significant
LIPID-P-1101,0.821975921,0.040067551,Lower in AD
LIPID-P-1102,0.949906797,0.72705359,non significant
LIPID-P-1104,0.806427249,0.09765309,non significant
LIPID-P-1105,0.952338655,0.646716162,non significant
LIPID-P-1106,1.031122239,0.804303577,non significant
LIPID-P-1109,0.774849802,0.036240039,Lower in AD
LIPID-P-1113,0.902126907,0.288312826,non significant
LIPID-P-1114,1.007871709,0.931893872,non significant
LIPID-P-1116,0.865534302,0.064694679,non significant
LIPID-P-1117,0.845363064,0.288312826,non significant
LIPID-P-1129,0.864748027,0.213138169,non significant
LIPID-P-1132,0.831338112,0.179239517,non significant
LIPID-P-1135,0.89232122,0.393852687,non significant
LIPID-P-1137,0.839311819,0.182371856,non significant
LIPID-P-1138,0.984174341,0.730150298,non significant
LIPID-P-1139,0.798099548,0.072838209,non significant
LIPID-P-1141,0.827899838,0.195081177,non significant
LIPID-P-1145,1.040152605,0.740978153,non significant
LIPID-P-1146,0.847299715,0.182644436,non significant
LIPID-P-1149,0.918474344,0.284723985,non significant
LIPID-P-1151,0.811161039,0.064338783,non significant
LIPID-P-1152,0.965217696,0.855970375,non significant
LIPID-P-1157,0.873024522,0.089264091,non significant
LIPID-P-1164,0.865936805,0.352306956,non significant
LIPID-P-1170,0.891685665,0.398372725,non significant
LIPID-P-1171,0.873225173,0.251170103,non significant
LIPID-P-1172,0.927550903,0.424906071,non significant
LIPID-P-1173,0.790361228,0.17934714,non significant
LIPID-P-1174,0.771563028,0.042505524,Lower in AD
LIPID-P-1176,0.91398804,0.260310823,non significant
LIPID-P-1177,0.809789022,0.062996423,non significant
LIPID-P-1180,0.73082457,0.033364551,Lower in AD
LIPID-P-1181,0.762872133,0.024686333,Lower in AD
LIPID-P-1182,0.882255458,0.818448234,non significant
LIPID-P-1183,0.966402398,0.730150298,non significant
LIPID-P-1196,0.837654624,0.362571244,non significant
LIPID-P-1197,0.744962317,0.042505524,Lower in AD
LIPID-P-1200,0.777219627,0.042505524,Lower in AD
LIPID-P-1202,0.762809296,0.025351433,Lower in AD
LIPID-P-1204,0.969511682,0.614482382,non significant
LIPID-P-1205,0.901653754,0.209578978,non significant
LIPID-P-1206,0.80171056,0.064694679,non significant
LIPID-P-1212,0.897236367,0.456972761,non significant
LIPID-P-1215,0.774068608,0.051637952,non significant
LIPID-P-1216,0.866678657,0.380545794,non significant
LIPID-P-1217,0.797733147,0.053955073,non significant
LIPID-P-1218,0.976764108,0.796895442,non significant
LIPID-P-1219,0.908436165,0.303549872,non significant
LIPID-P-1224,0.818962369,0.30963618,non significant
LIPID-P-1226,0.719073743,0.037711783,Lower in AD
LIPID-P-1227,0.720083552,0.041992804,Lower in AD
LIPID-P-1233,0.720483823,0.064284171,non significant
