Metabolites,FC,FDR,sign
LIPID-P-1094,0.999946314,0.81414227,non significant
LIPID-P-1095,0.988875171,0.984677558,non significant
LIPID-P-1096,1.004131686,0.994536547,non significant
LIPID-P-1097,1.012583629,0.959205189,non significant
LIPID-P-1098,1.111928167,0.739874156,non significant
LIPID-P-1099,1.001638199,0.945131558,non significant
LIPID-P-1101,0.924754694,0.412892912,non significant
LIPID-P-1102,1.055777513,0.784420591,non significant
LIPID-P-1104,0.877953846,0.429564557,non significant
LIPID-P-1105,1.067059847,0.744419572,non significant
LIPID-P-1106,1.129566308,0.945131558,non significant
LIPID-P-1109,0.877427931,0.327852527,non significant
LIPID-P-1113,0.972888095,0.838529862,non significant
LIPID-P-1114,1.123386578,0.645873595,non significant
LIPID-P-1116,0.992780131,0.948370557,non significant
LIPID-P-1117,0.988517372,0.907401179,non significant
LIPID-P-1129,1.13090871,0.959205189,non significant
LIPID-P-1132,0.791074031,0.52264914,non significant
LIPID-P-1135,1.199872859,0.739874156,non significant
LIPID-P-1137,0.976283775,0.831895731,non significant
LIPID-P-1138,1.14071607,0.582120971,non significant
LIPID-P-1139,0.943145844,0.736860635,non significant
LIPID-P-1141,0.88726543,0.532623356,non significant
LIPID-P-1145,1.152533514,0.985981205,non significant
LIPID-P-1146,0.905606925,0.426431719,non significant
LIPID-P-1149,1.026571513,0.941914259,non significant
LIPID-P-1151,0.908751651,0.37189967,non significant
LIPID-P-1152,1.110040637,0.469615229,non significant
LIPID-P-1157,1.024368837,0.946827423,non significant
LIPID-P-1164,1.204983224,0.732600893,non significant
LIPID-P-1170,1.12448005,0.898393157,non significant
LIPID-P-1171,0.974537706,0.582120971,non significant
LIPID-P-1172,1.04895042,0.825399756,non significant
LIPID-P-1173,0.957381293,0.92658412,non significant
LIPID-P-1174,0.886146847,0.281421672,non significant
LIPID-P-1176,0.994311743,0.968323096,non significant
LIPID-P-1177,0.903605509,0.362629452,non significant
LIPID-P-1180,0.918262867,0.437302064,non significant
LIPID-P-1181,0.89938426,0.323855098,non significant
LIPID-P-1182,1.017077379,0.503002607,non significant
LIPID-P-1183,1.042651072,0.813522801,non significant
LIPID-P-1196,1.028477301,0.831663277,non significant
LIPID-P-1197,0.921133849,0.368319441,non significant
LIPID-P-1200,0.875784125,0.281421672,non significant
LIPID-P-1202,0.862763436,0.237246615,non significant
LIPID-P-1204,1.018439198,0.907923229,non significant
LIPID-P-1205,0.980765967,0.701357832,non significant
LIPID-P-1206,0.887519551,0.271880848,non significant
LIPID-P-1212,1.466187769,0.717843819,non significant
LIPID-P-1215,0.96502929,0.551287873,non significant
LIPID-P-1216,1.075251092,0.718868966,non significant
LIPID-P-1217,0.880619865,0.281421672,non significant
LIPID-P-1218,1.160137888,0.510802476,non significant
LIPID-P-1219,0.99292771,0.718868966,non significant
LIPID-P-1224,1.315211284,0.803359302,non significant
LIPID-P-1226,0.85830466,0.311048983,non significant
LIPID-P-1227,0.834058293,0.277711444,non significant
LIPID-P-1233,0.974614951,0.692460427,non significant
